Column1;id;geometry;x;y;ulica;orientacne cislo;ulica_cislo;Typ budovy;Mestsk‡ ‹asé;M‰;Katastr‡lne œzemie;Pribliìnù po‹et bytov
7551;6622;POINT (21.2590264 48.7049602);21.2590264;48.7049602;Paul’nyho;2;Paul’nyho 2;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7552;6520;POINT (21.2538039 48.7308096);21.2538039;48.7308096;Bocatiova;18;Bocatiova 18;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;9.0
7553;3422;POINT (21.2565632 48.7108852);21.2565632;48.7108852;Rastislavova;26;Rastislavova 26;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;8.0
7554;3437;POINT (21.2613168 48.7263886);21.2613168;48.7263886;SvŠtoplukova;19;SvŠtoplukova 19;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;1.0
7555;3440;POINT (21.2570981 48.7109877);21.2570981;48.7109877;Milosrdenstva;8;Milosrdenstva 8;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;6.0
7556;6534;POINT (21.2559434 48.7351103);21.2559434;48.7351103;Aleäovo n‡breìie;38;Aleäovo n‡breìie 38;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;12.0
7557;6533;POINT (21.2559442 48.7349477);21.2559442;48.7349477;Aleäovo n‡breìie;36;Aleäovo n‡breìie 36;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;12.0
7558;6531;POINT (21.2559395 48.7347775);21.2559395;48.7347775;Aleäovo n‡breìie;34;Aleäovo n‡breìie 34;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;12.0
7559;6527;POINT (21.2471827 48.7192527);21.2471827;48.7192527;ëriedlov‡;26;ëriedlov‡ 26;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;9.0
7560;6526;POINT (21.2467642 48.7187334);21.2467642;48.7187334;ëriedlov‡;10;ëriedlov‡ 10;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;9.0
7561;6524;POINT (21.2456653 48.7176778);21.2456653;48.7176778;Flori‡nska;26;Flori‡nska 26;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
7562;3444;POINT (21.2561295 48.7200355);21.2561295;48.7200355;Alìbetina;13;Alìbetina 13;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;2.0
7563;6521;POINT (21.2555722 48.7295239);21.2555722;48.7295239;Garbiarska;11;Garbiarska 11;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;9.0
7564;3445;POINT (21.2559888 48.7202709);21.2559888;48.7202709;MŠsiarska;2;MŠsiarska 2;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;2.0
7565;6569;POINT (21.2500677 48.7106681);21.2500677;48.7106681;KupeckŽho;34;KupeckŽho 34;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7566;6509;POINT (21.2517313 48.7301188);21.2517313;48.7301188;KomenskŽho;21;KomenskŽho 21;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;9.0
7567;3453;POINT (21.2597418 48.7214476);21.2597418;48.7214476;Kov‡‹ska;3;Kov‡‹ska 3;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;3.0
7568;3454;POINT (21.2483527 48.7104565);21.2483527;48.7104565;Slne‹n‡;8;Slne‹n‡ 8;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7569;6507;POINT (21.2457616 48.7224141);21.2457616;48.7224141;Dargovsk‡;12;Dargovsk‡ 12;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
7570;6499;POINT (21.2583349 48.7116598);21.2583349;48.7116598;áoltŽsovej;8;áoltŽsovej 8;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;10.0
7571;3473;POINT (21.2557324 48.711465);21.2557324;48.711465;Rastislavova;23;Rastislavova 23;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7572;6481;POINT (21.2582483 48.7371043);21.2582483;48.7371043;Moravsk‡;65;Moravsk‡ 65;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7573;6479;POINT (21.2570392 48.7369322);21.2570392;48.7369322;èahanovskŽ riadky;53;èahanovskŽ riadky 53;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7574;3485;POINT (21.2557115 48.7111714);21.2557115;48.7111714;Rastislavova;27;Rastislavova 27;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7575;3486;POINT (21.2559704 48.7110699);21.2559704;48.7110699;Rastislavova;29;Rastislavova 29;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7576;6475;POINT (21.2520217 48.7319322);21.2520217;48.7319322;Czambelova;3;Czambelova 3;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;26.0
7577;6562;POINT (21.2845369 48.7031983);21.2845369;48.7031983;V œvoze;7;V œvoze 7;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
7578;6571;POINT (21.2534755 48.7107371);21.2534755;48.7107371;R‡zusova;55;R‡zusova 55;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7579;6621;POINT (21.2591905 48.7050767);21.2591905;48.7050767;Rastislavova;51;Rastislavova 51;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7580;3324;POINT (21.255366 48.7251613);21.255366;48.7251613;Hlavn‡;106;Hlavn‡ 106;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;1.0
7581;6619;POINT (21.2518584 48.7107455);21.2518584;48.7107455;Javorov‡;2;Javorov‡ 2;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7582;3288;POINT (21.2550977 48.7119483);21.2550977;48.7119483;Dœhov‡;6;Dœhov‡ 6;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7583;6614;POINT (21.2516045 48.7118361);21.2516045;48.7118361;VajanskŽho;3;VajanskŽho 3;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7584;6612;POINT (21.2491197 48.7117331);21.2491197;48.7117331;Skladn‡;62;Skladn‡ 62;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7585;3302;POINT (21.2549104 48.7247035);21.2549104;48.7247035;Hlavn‡;100A;Hlavn‡ 100A;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;3.0
7586;3307;POINT (21.2545948 48.7196964);21.2545948;48.7196964;Alìbetina;37;Alìbetina 37;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;1.0
7587;6606;POINT (21.2647501 48.7080143);21.2647501;48.7080143;Stani‹n‡;9;Stani‹n‡ 9;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7588;6605;POINT (21.2580369 48.7050121);21.2580369;48.7050121;Paul’nyho;17;Paul’nyho 17;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7589;3309;POINT (21.2558779 48.7199799);21.2558779;48.7199799;Alìbetina;17;Alìbetina 17;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;1.0
7590;6603;POINT (21.2537683 48.7107377);21.2537683;48.7107377;R‡zusova;54;R‡zusova 54;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7591;6601;POINT (21.2545545 48.7109986);21.2545545;48.7109986;Platanov‡;4;Platanov‡ 4;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7592;6599;POINT (21.2552869 48.7111452);21.2552869;48.7111452;Topo¼ov‡;4;Topo¼ov‡ 4;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7593;6572;POINT (21.2598991 48.7053659);21.2598991;48.7053659;K—rejsk‡;6;K—rejsk‡ 6;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7594;6597;POINT (21.2480861 48.7104304);21.2480861;48.7104304;T‡borsk‡;6;T‡borsk‡ 6;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7595;3340;POINT (21.2531611 48.7118457);21.2531611;48.7118457;R‡zusova;43;R‡zusova 43;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7596;6596;POINT (21.2490966 48.7098621);21.2490966;48.7098621;Bleskov‡;10;Bleskov‡ 10;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7597;3341;POINT (21.2531949 48.711768);21.2531949;48.711768;Dœhov‡;19;Dœhov‡ 19;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7598;6583;POINT (21.2622713 48.7081289);21.2622713;48.7081289;MudroËova;19;MudroËova 19;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;20.0
7599;6580;POINT (21.2620084 48.7081028);21.2620084;48.7081028;MudroËova;21;MudroËova 21;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;20.0
7600;6579;POINT (21.2617647 48.7080785);21.2617647;48.7080785;MudroËova;23;MudroËova 23;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;20.0
7601;6577;POINT (21.2623949 48.7076508);21.2623949;48.7076508;Juìn‡ trieda;42;Juìn‡ trieda 42;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;19.0
7602;6576;POINT (21.2621412 48.7076237);21.2621412;48.7076237;Juìn‡ trieda;40;Juìn‡ trieda 40;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;19.0
7603;6575;POINT (21.2618875 48.7075966);21.2618875;48.7075966;Juìn‡ trieda;38;Juìn‡ trieda 38;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;19.0
7604;6573;POINT (21.260342 48.6992177);21.260342;48.6992177;Po¼sk‡;7;Po¼sk‡ 7;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7605;6205;POINT (21.2576974 48.7006246);21.2576974;48.7006246;Uìhorodsk‡;35;Uìhorodsk‡ 35;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;14.0
7606;6202;POINT (21.2533286 48.7122566);21.2533286;48.7122566;Skladn‡;26;Skladn‡ 26;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;2.0
7607;3836;POINT (21.260059 48.7082126);21.260059;48.7082126;MudroËova;30;MudroËova 30;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;6.0
7608;3722;POINT (21.2510514 48.7299628);21.2510514;48.7299628;Park Angelinum;18;Park Angelinum 18;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;15.0
7609;5830;POINT (21.2500685 48.7184253);21.2500685;48.7184253;Kuzm‡nyho;55;Kuzm‡nyho 55;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;12.0
7610;5812;POINT (21.2498301 48.7185762);21.2498301;48.7185762;Flori‡nska;4;Flori‡nska 4;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;13.0
7611;5811;POINT (21.2494584 48.7185076);21.2494584;48.7185076;Flori‡nska;6;Flori‡nska 6;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;13.0
7612;5810;POINT (21.2527939 48.7098811);21.2527939;48.7098811;Milosrdenstva;25;Milosrdenstva 25;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;8.0
7613;5796;POINT (21.2565508 48.7270222);21.2565508;48.7270222;Tov‡rensk‡;5;Tov‡rensk‡ 5;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;26.0
7614;5795;POINT (21.2569546 48.7272426);21.2569546;48.7272426;Tov‡rensk‡;7;Tov‡rensk‡ 7;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;26.0
7615;5793;POINT (21.2572542 48.7270147);21.2572542;48.7270147;átef‡nikova;68;átef‡nikova 68;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;26.0
7616;5791;POINT (21.229124 48.7324985);21.229124;48.7324985;Zvolensk‡;3;Zvolensk‡ 3;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7617;5790;POINT (21.2294931 48.7325879);21.2294931;48.7325879;Zvolensk‡;5;Zvolensk‡ 5;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7618;3700;POINT (21.2587045 48.7106358);21.2587045;48.7106358;áoltŽsovej;16;áoltŽsovej 16;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;5.0
7619;5788;POINT (21.2298188 48.7327195);21.2298188;48.7327195;Zvolensk‡;7;Zvolensk‡ 7;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7620;5786;POINT (21.2302564 48.7329086);21.2302564;48.7329086;Zvolensk‡;9;Zvolensk‡ 9;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7621;3701;POINT (21.2588158 48.7104043);21.2588158;48.7104043;áoltŽsovej;20;áoltŽsovej 20;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;5.0
7622;5783;POINT (21.2300896 48.7333374);21.2300896;48.7333374;Zvolensk‡;10;Zvolensk‡ 10;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7623;5782;POINT (21.2297507 48.7331898);21.2297507;48.7331898;Zvolensk‡;8;Zvolensk‡ 8;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7624;5779;POINT (21.2293608 48.7329875);21.2293608;48.7329875;Zvolensk‡;6;Zvolensk‡ 6;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7625;5778;POINT (21.2289802 48.7329287);21.2289802;48.7329287;Zvolensk‡;4;Zvolensk‡ 4;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7626;5773;POINT (21.2382528 48.7285939);21.2382528;48.7285939;Star‡ spiäsk‡ cesta;8;Star‡ spiäsk‡ cesta 8;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7627;5772;POINT (21.2380655 48.7286972);21.2380655;48.7286972;Star‡ spiäsk‡ cesta;10;Star‡ spiäsk‡ cesta 10;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7628;5771;POINT (21.2376931 48.7288771);21.2376931;48.7288771;Star‡ spiäsk‡ cesta;14;Star‡ spiäsk‡ cesta 14;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7629;5769;POINT (21.2374702 48.7289668);21.2374702;48.7289668;Star‡ spiäsk‡ cesta;16;Star‡ spiäsk‡ cesta 16;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7630;3714;POINT (21.2586204 48.7093244);21.2586204;48.7093244;Pasteurova;3;Pasteurova 3;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;4.0
7631;5767;POINT (21.2386888 48.7283518);21.2386888;48.7283518;Star‡ spiäsk‡ cesta;4;Star‡ spiäsk‡ cesta 4;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7632;5764;POINT (21.2364692 48.7286698);21.2364692;48.7286698;Star‡ spiäsk‡ cesta;18A;Star‡ spiäsk‡ cesta 18A;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7633;3717;POINT (21.2588199 48.7093466);21.2588199;48.7093466;Pasteurova;1;Pasteurova 1;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;4.0
7634;5831;POINT (21.2499849 48.7185749);21.2499849;48.7185749;Flori‡nska;2;Flori‡nska 2;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;12.0
7635;5832;POINT (21.2562485 48.7104392);21.2562485;48.7104392;Rastislavova;35;Rastislavova 35;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;9.0
7636;5839;POINT (21.2387778 48.7421325);21.2387778;48.7421325;Urb‡nkova;66;Urb‡nkova 66;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7637;5901;POINT (21.2502662 48.7305256);21.2502662;48.7305256;KomenskŽho;32;KomenskŽho 32;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;21.0
7638;5923;POINT (21.2503038 48.7082661);21.2503038;48.7082661;Turgenevova;10;Turgenevova 10;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;12.0
7639;5918;POINT (21.2442289 48.7279015);21.2442289;48.7279015;Pajorova;10;Pajorova 10;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;24.0
7640;5917;POINT (21.2443515 48.7277356);21.2443515;48.7277356;Pajorova;8;Pajorova 8;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;24.0
7641;5912;POINT (21.2392497 48.7374067);21.2392497;48.7374067;Hurbanova;34;Hurbanova 34;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7642;5911;POINT (21.2525963 48.7303919);21.2525963;48.7303919;Bocatiova;8;Bocatiova 8;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;12.0
7643;5910;POINT (21.2519086 48.7307371);21.2519086;48.7307371;KomenskŽho;27;KomenskŽho 27;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;24.0
7644;5908;POINT (21.2444554 48.7275917);21.2444554;48.7275917;Pajorova;6;Pajorova 6;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;24.0
7645;5907;POINT (21.2445717 48.7274505);21.2445717;48.7274505;Pajorova;4;Pajorova 4;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;24.0
7646;5906;POINT (21.239676 48.7377893);21.239676;48.7377893;Hurbanova;19;Hurbanova 19;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7647;5904;POINT (21.2550998 48.7004349);21.2550998;48.7004349;Miäkoveck‡;15;Miäkoveck‡ 15;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;21.0
7648;5902;POINT (21.2595109 48.7069109);21.2595109;48.7069109;Panelov‡;6;Panelov‡ 6;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;17.0
7649;3697;POINT (21.2584786 48.7099091);21.2584786;48.7099091;Pasteurova;6;Pasteurova 6;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;5.0
7650;5895;POINT (21.2612479 48.7107869);21.2612479;48.7107869;Juìn‡ trieda;20;Juìn‡ trieda 20;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;26.0
7651;5894;POINT (21.2616346 48.708901);21.2616346;48.708901;Juìn‡ trieda;32;Juìn‡ trieda 32;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;52.0
7652;5890;POINT (21.2498493 48.7088562);21.2498493;48.7088562;Turgenevova;2;Turgenevova 2;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;25.0
7653;3687;POINT (21.2582863 48.7093493);21.2582863;48.7093493;Pasteurova;5;Pasteurova 5;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;12.0
7654;5865;POINT (21.2394554 48.7398046);21.2394554;48.7398046;Z‡hradn‡;18;Z‡hradn‡ 18;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7655;3692;POINT (21.2583229 48.7097876);21.2583229;48.7097876;Pasteurova;7;Pasteurova 7;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;5.0
7656;5864;POINT (21.2401147 48.74043);21.2401147;48.74043;Urb‡nkova;48;Urb‡nkova 48;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7657;5861;POINT (21.2397708 48.7404249);21.2397708;48.7404249;ViäËov‡;1;ViäËov‡ 1;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7658;5852;POINT (21.2390053 48.7405791);21.2390053;48.7405791;Lesn‡;1;Lesn‡ 1;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7659;5849;POINT (21.2386301 48.7412794);21.2386301;48.7412794;Lesn‡;11;Lesn‡ 11;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7660;5848;POINT (21.2392793 48.7416719);21.2392793;48.7416719;Urb‡nkova;62;Urb‡nkova 62;Bytovù dom;Koäice-Sever;Sever;SevernŽ Mesto;4.0
7661;3719;POINT (21.2592188 48.7095536);21.2592188;48.7095536;áoltŽsovej;26;áoltŽsovej 26;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;10.0
7662;3725;POINT (21.2497007 48.7299318);21.2497007;48.7299318;Park Angelinum;14;Park Angelinum 14;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;29.0
7663;3632;POINT (21.2517317 48.7089548);21.2517317;48.7089548;Pri nemocnici;1;Pri nemocnici 1;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
7664;3728;POINT (21.2521827 48.7287516);21.2521827;48.7287516;KomenskŽho;12;KomenskŽho 12;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;26.0
7665;3784;POINT (21.2481513 48.7299813);21.2481513;48.7299813;Jarn‡;23;Jarn‡ 23;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;8.0
7666;5688;POINT (21.2566537 48.7218273);21.2566537;48.7218273;Hlavn‡;60;Hlavn‡ 60;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;3.0
7667;5686;POINT (21.2335836 48.7289738);21.2335836;48.7289738;Terchovsk‡;12;Terchovsk‡ 12;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7668;5685;POINT (21.2338967 48.7293447);21.2338967;48.7293447;Detvianska;10;Detvianska 10;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7669;3799;POINT (21.257161 48.7096143);21.257161;48.7096143;Rastislavova;34;Rastislavova 34;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;5.0
7670;5682;POINT (21.2338686 48.728924);21.2338686;48.728924;Terchovsk‡;14;Terchovsk‡ 14;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7671;5681;POINT (21.2340781 48.7292002);21.2340781;48.7292002;Detvianska;8;Detvianska 8;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7672;3803;POINT (21.249994 48.7300287);21.249994;48.7300287;Park Angelinum;15;Park Angelinum 15;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;29.0
7673;5679;POINT (21.2341071 48.7265933);21.2341071;48.7265933;MagdalŽnska;9;MagdalŽnska 9;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7674;3805;POINT (21.2468705 48.730175);21.2468705;48.730175;Jesenn‡;2;Jesenn‡ 2;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;10.0
7675;5677;POINT (21.260283 48.7192959);21.260283;48.7192959;Zvon‡rska;9;Zvon‡rska 9;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;3.0
7676;5676;POINT (21.2588943 48.7230494);21.2588943;48.7230494;Kov‡‹ska;25;Kov‡‹ska 25;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;4.0
7677;3808;POINT (21.2540492 48.7103534);21.2540492;48.7103534;Milosrdenstva;26;Milosrdenstva 26;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;3.0
7678;3809;POINT (21.2467785 48.7302181);21.2467785;48.7302181;Letn‡;16;Letn‡ 16;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;10.0
7679;5671;POINT (21.2547972 48.7197411);21.2547972;48.7197411;Alìbetina;33;Alìbetina 33;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;3.0
7680;5668;POINT (21.2555243 48.721613);21.2555243;48.721613;MŠsiarska;21;MŠsiarska 21;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;3.0
7681;5667;POINT (21.2349457 48.7284592);21.2349457;48.7284592;Terchovsk‡;5;Terchovsk‡ 5;Rodinnù dom;Koäice-Sever;Sever;SevernŽ Mesto;1.0
7682;5665;POINT (21.260518 48.7257398);21.260518;48.7257398;JesenskŽho;27;JesenskŽho 27;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;5.0
7683;3825;POINT (21.2602694 48.70825);21.2602694;48.70825;MudroËova;28;MudroËova 28;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;6.0
7684;5663;POINT (21.2588306 48.7203884);21.2588306;48.7203884;Hlavn‡;35;Hlavn‡ 35;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;2.0
7685;5662;POINT (21.2593248 48.7216775);21.2593248;48.7216775;Kov‡‹ska;14;Kov‡‹ska 14;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;4.0
7686;5659;POINT (21.2582323 48.7213688);21.2582323;48.7213688;Hlavn‡;53;Hlavn‡ 53;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;4.0
7687;5656;POINT (21.2557181 48.7196624);21.2557181;48.7196624;Alìbetina;18;Alìbetina 18;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;3.0
7688;5654;POINT (21.2577219 48.7178881);21.2577219;48.7178881;Mojm’rova;6;Mojm’rova 6;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;6.0
7689;5653;POINT (21.2581692 48.7097188);21.2581692;48.7097188;Pasteurova;8;Pasteurova 8;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;5.0
7690;3783;POINT (21.2479051 48.729899);21.2479051;48.729899;Jarn‡;21;Jarn‡ 21;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;8.0
7691;5692;POINT (21.2557199 48.721226);21.2557199;48.721226;MŠsiarska;15;MŠsiarska 15;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;1.0
7692;5694;POINT (21.2568748 48.7212976);21.2568748;48.7212976;Hlavn‡;50;Hlavn‡ 50;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;8.0
7693;5716;POINT (21.2617242 48.7209179);21.2617242;48.7209179;Puäkinova;1;Puäkinova 1;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;4.0
7694;5746;POINT (21.255965 48.7027341);21.255965;48.7027341;Krakovsk‡;8;Krakovsk‡ 8;Bytovù dom;Koäice-Juh;Juh;JuìnŽ Mesto;34.0
7695;3729;POINT (21.2506171 48.7304561);21.2506171;48.7304561;KomenskŽho;26;KomenskŽho 26;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;24.0
