Column1;id;geometry;x;y;ulica;orientacne cislo;ulica_cislo;Typ budovy;Mestsk‡ ‹asé;M‰;Katastr‡lne œzemie;Pribliìnù po‹et bytov
10192;30147;POINT (21.29231157 48.71951259);21.29231157;48.71951259;Hrabov‡;29;Hrabov‡ 29;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10193;30146;POINT (21.29159845 48.71884763);21.29159845;48.71884763;Hrabov‡;20;Hrabov‡ 20;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10194;30145;POINT (21.29164522 48.71892529);21.29164522;48.71892529;Hrabov‡;18;Hrabov‡ 18;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10195;30144;POINT (21.29177478 48.71920914);21.29177478;48.71920914;Hlohov‡;1;Hlohov‡ 1;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10196;30150;POINT (21.29211207 48.71919921);21.29211207;48.71919921;Hrabov‡;35;Hrabov‡ 35;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10197;3791;POINT (21.2448507 48.7296171);21.2448507;48.7296171;Letn‡;32;Letn‡ 32;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;13.0
10198;3786;POINT (21.2485311 48.7300875);21.2485311;48.7300875;Jarn‡;27;Jarn‡ 27;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;8.0
10199;30143;POINT (21.29165273 48.71920421);21.29165273;48.71920421;Hlohov‡;3;Hlohov‡ 3;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10200;30142;POINT (21.29153256 48.71919815);21.29153256;48.71919815;Hlohov‡;5;Hlohov‡ 5;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10201;30141;POINT (21.2914123 48.71919328);21.2914123;48.71919328;Hlohov‡;7;Hlohov‡ 7;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10202;30149;POINT (21.29215893 48.71927567);21.29215893;48.71927567;Hrabov‡;33;Hrabov‡ 33;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10203;30151;POINT (21.29206024 48.71911663);21.29206024;48.71911663;Hrabov‡;37;Hrabov‡ 37;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10204;30155;POINT (21.2918569 48.71880671);21.2918569;48.71880671;Hrabov‡;45;Hrabov‡ 45;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10205;3826;POINT (21.2568169 48.7308007);21.2568169;48.7308007;Tyräovo n‡breìie;9;Tyräovo n‡breìie 9;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;15.0
10206;30160;POINT (21.29276356 48.71936539);21.29276356;48.71936539;Bazov‡;36;Bazov‡ 36;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10207;30159;POINT (21.2928045 48.71943905);21.2928045;48.71943905;Bazov‡;34;Bazov‡ 34;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10208;30156;POINT (21.29286091 48.71951796);21.29286091;48.71951796;Bazov‡;32;Bazov‡ 32;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10209;3818;POINT (21.2490609 48.7263878);21.2490609;48.7263878;‰eskoslovenskej arm‡dy;4;‰eskoslovenskej arm‡dy 4;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;20.0
10210;3817;POINT (21.2466197 48.7260383);21.2466197;48.7260383;‰eskoslovenskej arm‡dy;12;‰eskoslovenskej arm‡dy 12;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;59.0
10211;30154;POINT (21.2919129 48.71888107);21.2919129;48.71888107;Hrabov‡;43;Hrabov‡ 43;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10212;22769;POINT (21.2605998 48.6874171);21.2605998;48.6874171;Turnianska;7A;Turnianska 7A;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10213;3816;POINT (21.2469273 48.7261998);21.2469273;48.7261998;‰eskoslovenskej arm‡dy;16;‰eskoslovenskej arm‡dy 16;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;52.0
10214;3815;POINT (21.2464733 48.7262596);21.2464733;48.7262596;‰eskoslovenskej arm‡dy;14;‰eskoslovenskej arm‡dy 14;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;60.0
10215;30153;POINT (21.29195755 48.71896342);21.29195755;48.71896342;Hrabov‡;41;Hrabov‡ 41;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10216;3811;POINT (21.2486818 48.7251746);21.2486818;48.7251746;Kuzm‡nyho;13;Kuzm‡nyho 13;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;21.0
10217;3810;POINT (21.2492374 48.7255355);21.2492374;48.7255355;Kuzm‡nyho;7;Kuzm‡nyho 7;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;18.0
10218;30152;POINT (21.29200971 48.71904124);21.29200971;48.71904124;Hrabov‡;39;Hrabov‡ 39;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10219;30139;POINT (21.29128298 48.71918932);21.29128298;48.71918932;Hlohov‡;9;Hlohov‡ 9;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10220;3901;POINT (21.2576271 48.7085081);21.2576271;48.7085081;Smetanova;1;Smetanova 1;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
10221;30126;POINT (21.2805496 48.7102174);21.2805496;48.7102174;ákovr‡n‹ia;13;ákovr‡n‹ia 13;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10222;122;POINT (21.2571507 48.720902);21.2571507;48.720902;Hlavn‡;42A;Hlavn‡ 42A;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;1.0
10223;22827;POINT (21.2652847547577 48.6825130264116);21.2652847547577;48.6825130264116;Voz‡rova;38;Voz‡rova 38;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10224;3752;POINT (21.2488643 48.7283647);21.2488643;48.7283647;JilemnickŽho;14;JilemnickŽho 14;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;9.0
10225;30128;POINT (21.28198989 48.71021351);21.28198989;48.71021351;ákovr‡n‹ia;1;ákovr‡n‹ia 1;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10226;3780;POINT (21.2441888 48.7287784);21.2441888;48.7287784;Pajorova;9;Pajorova 9;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;11.0
10227;3774;POINT (21.2480298 48.7306773);21.2480298;48.7306773;Letn‡;10;Letn‡ 10;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;6.0
10228;3779;POINT (21.2471286 48.7299043);21.2471286;48.7299043;Jesenn‡;6;Jesenn‡ 6;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;4.0
10229;30136;POINT (21.2815614 48.7108639);21.2815614;48.7108639;Sl‡vi‹ia;2A;Sl‡vi‹ia 2A;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10230;3778;POINT (21.24706 48.7299865);21.24706;48.7299865;Jesenn‡;4;Jesenn‡ 4;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;4.0
10231;30135;POINT (21.2813103 48.7105061);21.2813103;48.7105061;ákovr‡n‹ia;5;ákovr‡n‹ia 5;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10232;30134;POINT (21.2809952 48.7103611);21.2809952;48.7103611;ákovr‡n‹ia;9;ákovr‡n‹ia 9;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10233;30129;POINT (21.2814297 48.710725);21.2814297;48.710725;Sl‡vi‹ia;2;Sl‡vi‹ia 2;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10234;30133;POINT (21.2811631 48.7104186);21.2811631;48.7104186;ákovr‡n‹ia;7;ákovr‡n‹ia 7;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10235;30132;POINT (21.281311 48.7111608);21.281311;48.7111608;Sl‡vi‹ia;6;Sl‡vi‹ia 6;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10236;22809;POINT (21.2618998 48.6841598);21.2618998;48.6841598;Bar‹ianska;41A;Bar‹ianska 41A;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10237;30130;POINT (21.2814271 48.7109284);21.2814271;48.7109284;Sl‡vi‹ia;4;Sl‡vi‹ia 4;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10238;3771;POINT (21.24303723 48.72208436);21.24303723;48.72208436;Belansk‡;2B;Belansk‡ 2B;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
10239;3770;POINT (21.24293608 48.72206883);21.24293608;48.72206883;Belansk‡;2C;Belansk‡ 2C;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;1.0
10240;30161;POINT (21.29309394 48.71935644);21.29309394;48.71935644;Bazov‡;61;Bazov‡ 61;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10241;22744;POINT (21.2595112 48.6862648);21.2595112;48.6862648;Pri Salaäi;7;Pri Salaäi 7;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10242;30162;POINT (21.29305963 48.71929107);21.29305963;48.71929107;Bazov‡;63;Bazov‡ 63;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10243;22662;POINT (21.2634041 48.67147513);21.2634041;48.67147513;Zichyho;11;Zichyho 11;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10244;22663;POINT (21.26316103 48.67237127);21.26316103;48.67237127;Janitorova;8;Janitorova 8;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10245;22664;POINT (21.2644918 48.6719043);21.2644918;48.6719043;Teäed’kova;31;Teäed’kova 31;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10246;112;POINT (21.20221009 48.77851384);21.20221009;48.77851384;Rokyck‡;7;Rokyck‡ 7;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10247;22665;POINT (21.26370222 48.67219383);21.26370222;48.67219383;Janitorova;7;Janitorova 7;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10248;22668;POINT (21.26292357 48.67143457);21.26292357;48.67143457;Zichyho;15;Zichyho 15;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10249;22671;POINT (21.26420843 48.67249316);21.26420843;48.67249316;Teäed’kova;27;Teäed’kova 27;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10250;22672;POINT (21.2641257 48.6715334);21.2641257;48.6715334;Zichyho;5;Zichyho 5;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10251;22676;POINT (21.2625877 48.6714133);21.2625877;48.6714133;Zichyho;17;Zichyho 17;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10252;22677;POINT (21.2631891 48.6721757);21.2631891;48.6721757;Janitorova;11;Janitorova 11;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10253;22659;POINT (21.2631389 48.67144122);21.2631389;48.67144122;Zichyho;13;Zichyho 13;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10254;22678;POINT (21.2635013 48.6723883);21.2635013;48.6723883;Janitorova;6;Janitorova 6;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10255;22679;POINT (21.2639451 48.6717204);21.2639451;48.6717204;Zichyho;6;Zichyho 6;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10256;3863;POINT (21.24989475 48.72760151);21.24989475;48.72760151;Jesenn‡;7A;Jesenn‡ 7A;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;6.0
10257;3859;POINT (21.2493452 48.7279801);21.2493452;48.7279801;Jesenn‡;7;Jesenn‡ 7;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;18.0
10258;3857;POINT (21.2583424 48.7086309);21.2583424;48.7086309;Smetanova;7;Smetanova 7;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
10259;3868;POINT (21.23184879 48.69168099);21.23184879;48.69168099;‰ervenù Rak;1;‰ervenù Rak 1;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
10260;30163;POINT (21.29297707 48.71917421);21.29297707;48.71917421;Bazov‡;65;Bazov‡ 65;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10261;3899;POINT (21.2579083 48.7085748);21.2579083;48.7085748;Smetanova;3;Smetanova 3;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
10262;99;POINT (21.2055274 48.7768463);21.2055274;48.7768463;Obl‡;22;Obl‡ 22;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10263;3895;POINT (21.24817999 48.71025034);21.24817999;48.71025034;T‡borsk‡;10;T‡borsk‡ 10;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
10264;22652;POINT (21.2410973 48.6862945);21.2410973;48.6862945;Svetl‡ Pusta;4A;Svetl‡ Pusta 4A;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10265;30178;POINT (21.2920569 48.7196463);21.2920569;48.7196463;Hrabov‡;16;Hrabov‡ 16;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10266;22688;POINT (21.26572262 48.67239568);21.26572262;48.67239568;Zemianska;8;Zemianska 8;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10267;22689;POINT (21.26633648 48.6726733);21.26633648;48.6726733;Zemianska;13;Zemianska 13;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10268;22690;POINT (21.26600612 48.67242014);21.26600612;48.67242014;Zemianska;10;Zemianska 10;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10269;30165;POINT (21.29290128 48.71905327);21.29290128;48.71905327;Bazov‡;69;Bazov‡ 69;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10270;22721;POINT (21.27472376 48.67913908);21.27472376;48.67913908;Pri ëelezni‹nej Stanici;4;Pri ëelezni‹nej Stanici 4;Bytovù dom;Koäice-Barca;Barca;Barca;1.0
10271;22722;POINT (21.27492455 48.67905468);21.27492455;48.67905468;Pri ëelezni‹nej Stanici;3;Pri ëelezni‹nej Stanici 3;Bytovù dom;Koäice-Barca;Barca;Barca;1.0
10272;3844;POINT (21.2587728 48.7080307);21.2587728;48.7080307;áoltŽsovej;38;áoltŽsovej 38;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
10273;3841;POINT (21.258796 48.7081148);21.258796;48.7081148;áoltŽsovej;36;áoltŽsovej 36;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
10274;22726;POINT (21.27408605 48.67929787);21.27408605;48.67929787;Pri ëelezni‹nej Stanici;15;Pri ëelezni‹nej Stanici 15;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10275;22727;POINT (21.27397119 48.67925336);21.27397119;48.67925336;Pri ëelezni‹nej Stanici;17;Pri ëelezni‹nej Stanici 17;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10276;30166;POINT (21.29286011 48.71899341);21.29286011;48.71899341;Bazov‡;71;Bazov‡ 71;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10277;22730;POINT (21.25854414 48.68728375);21.25854414;48.68728375;Turnianska;15;Turnianska 15;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10278;30164;POINT (21.29293835 48.71911014);21.29293835;48.71911014;Bazov‡;67;Bazov‡ 67;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10279;22691;POINT (21.26660862 48.67246016);21.26660862;48.67246016;Zemianska;18;Zemianska 18;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10280;22733;POINT (21.2582680405639 48.6869421353094);21.2582680405639;48.6869421353094;»anov‡;15A;»anov‡ 15A;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10281;3831;POINT (21.249523 48.7198841);21.249523;48.7198841;Kuzm‡nyho;45;Kuzm‡nyho 45;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;27.0
10282;3830;POINT (21.2495736 48.7197256);21.2495736;48.7197256;Kuzm‡nyho;47;Kuzm‡nyho 47;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;27.0
10283;22737;POINT (21.25899232 48.68613435);21.25899232;48.68613435;Pri Salaäi;8;Pri Salaäi 8;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10284;3829;POINT (21.249641 48.7195706);21.249641;48.7195706;Kuzm‡nyho;49;Kuzm‡nyho 49;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;27.0
10285;3828;POINT (21.2563283 48.7306805);21.2563283;48.7306805;Tyräovo n‡breìie;7;Tyräovo n‡breìie 7;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;15.0
10286;3827;POINT (21.2565751 48.7307404);21.2565751;48.7307404;Tyräovo n‡breìie;8;Tyräovo n‡breìie 8;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;15.0
10287;22742;POINT (21.2594728 48.68610255);21.2594728;48.68610255;Pri Salaäi;9;Pri Salaäi 9;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10288;30167;POINT (21.29282148 48.71892792);21.29282148;48.71892792;Bazov‡;73;Bazov‡ 73;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10289;22712;POINT (21.2695311 48.6691036);21.2695311;48.6691036;Pri Vagovni;7;Pri Vagovni 7;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10290;30168;POINT (21.2910437 48.71963578);21.2910437;48.71963578;Jarabinov‡;27;Jarabinov‡ 27;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10291;30169;POINT (21.29119818 48.71937253);21.29119818;48.71937253;Hlohov‡;8;Hlohov‡ 8;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10292;22692;POINT (21.2666122 48.6721561);21.2666122;48.6721561;Zemianska;16;Zemianska 16;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10293;22693;POINT (21.2654796 48.6723527);21.2654796;48.6723527;Zemianska;6;Zemianska 6;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10294;22694;POINT (21.2648352 48.6725497);21.2648352;48.6725497;Zemianska;1;Zemianska 1;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10295;22697;POINT (21.26979854 48.66924354);21.26979854;48.66924354;Pri Vagovni;12;Pri Vagovni 12;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10296;30172;POINT (21.29185736 48.71939269);21.29185736;48.71939269;Hlohov‡;2;Hlohov‡ 2;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10297;30171;POINT (21.29178739 48.71938936);21.29178739;48.71938936;Hlohov‡;4;Hlohov‡ 4;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10298;22701;POINT (21.26968228 48.66971339);21.26968228;48.66971339;Pri Vagovni;6;Pri Vagovni 6;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10299;30170;POINT (21.29128088 48.71937387);21.29128088;48.71937387;Hlohov‡;6;Hlohov‡ 6;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;Niìn‡ òvraé;1.0
10300;22702;POINT (21.26945267 48.66950575);21.26945267;48.66950575;Pri Vagovni;3;Pri Vagovni 3;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10301;3851;POINT (21.2443107 48.7294265);21.2443107;48.7294265;Letn‡;36;Letn‡ 36;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Letn‡;13.0
10302;22706;POINT (21.26959842 48.66874154);21.26959842;48.66874154;Pri Vagovni;11;Pri Vagovni 11;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10303;3850;POINT (21.2589484 48.7084722);21.2589484;48.7084722;áoltŽsovej;30;áoltŽsovej 30;Rodinnù dom;Koäice-Juh;Juh;JuìnŽ Mesto;1.0
10304;22709;POINT (21.27003865 48.6684901);21.27003865;48.6684901;Pri Vagovni;22;Pri Vagovni 22;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10305;22710;POINT (21.26952802 48.66889897);21.26952802;48.66889897;Pri Vagovni;9;Pri Vagovni 9;Rodinnù dom;Koäice-Barca;Barca;Barca;1.0
10306;2751;POINT (21.2841441 48.7009944);21.2841441;48.7009944;Opatovsk‡ cesta;131;Opatovsk‡ cesta 131;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10307;1975;POINT (21.2841324 48.6991935);21.2841324;48.6991935;Opatovsk‡ cesta;64;Opatovsk‡ cesta 64;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10308;1973;POINT (21.2844561 48.6993407);21.2844561;48.6993407;Opatovsk‡ cesta;149;Opatovsk‡ cesta 149;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10309;1971;POINT (21.2843985 48.6994837);21.2843985;48.6994837;Opatovsk‡ cesta;147;Opatovsk‡ cesta 147;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10310;1970;POINT (21.2849511 48.6992606);21.2849511;48.6992606;Opatovsk‡ cesta;151;Opatovsk‡ cesta 151;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10311;1967;POINT (21.2490285 48.7210955);21.2490285;48.7210955;Kuzm‡nyho;35;Kuzm‡nyho 35;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;26.0
10312;846;POINT (21.2634656530027 48.7291033565995);21.2634656530027;48.7291033565995;Masarykova;25;Masarykova 25;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;1.0
10313;1962;POINT (21.2490996 48.7209249);21.2490996;48.7209249;Kuzm‡nyho;37;Kuzm‡nyho 37;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;26.0
10314;1961;POINT (21.2491543 48.7207732);21.2491543;48.7207732;Kuzm‡nyho;39;Kuzm‡nyho 39;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;26.0
10315;1958;POINT (21.2492213 48.7206146);21.2492213;48.7206146;Kuzm‡nyho;41;Kuzm‡nyho 41;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;26.0
10316;847;POINT (21.204993880298 48.7780899886299);21.204993880298;48.7780899886299;Podkamenn‡;15;Podkamenn‡ 15;Rodinnù dom;Koäice-Kave‹any;Kave‹any;Kave‹any;1.0
10317;1956;POINT (21.2488004 48.7214596);21.2488004;48.7214596;Vojensk‡;1;Vojensk‡ 1;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;26.0
10318;1953;POINT (21.2579777936763 48.7240914342672);21.2579777936763;48.7240914342672;Kov‡‹ska;44;Kov‡‹ska 44;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;1.0
10319;1952;POINT (21.2579778 48.7240914);21.2579778;48.7240914;Kov‡‹ska;44A;Kov‡‹ska 44A;Rodinnù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;1.0
10320;1949;POINT (21.248557 48.7215298);21.248557;48.7215298;Vojensk‡;2;Vojensk‡ 2;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;Huät‡ky;26.0
10321;1974;POINT (21.2844943 48.6991337);21.2844943;48.6991337;Opatovsk‡ cesta;155;Opatovsk‡ cesta 155;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10322;1977;POINT (21.2837756 48.6996228);21.2837756;48.6996228;Opatovsk‡ cesta;58;Opatovsk‡ cesta 58;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10323;1986;POINT (21.281571 48.7002665);21.281571;48.7002665;Kr‡li‹ia;1A;Kr‡li‹ia 1A;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10324;1985;POINT (21.2822876 48.7004404);21.2822876;48.7004404;Zaja‹ia;26;Zaja‹ia 26;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10325;841;POINT (21.2631226 48.728163);21.2631226;48.728163;Jiskrova;7;Jiskrova 7;Bytovù dom;Koäice-StarŽ Mesto;StarŽ Mesto;StrednŽ Mesto;8.0
10326;1984;POINT (21.2823162 48.7002983);21.2823162;48.7002983;Zaja‹ia;28;Zaja‹ia 28;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10327;1983;POINT (21.2817776666394 48.7000960133273);21.2817776666394;48.7000960133273;Zaja‹ia;30;Zaja‹ia 30;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
10328;1982;POINT (21.28167303 48.7000158);21.28167303;48.7000158;Kr‡li‹ia;1B;Kr‡li‹ia 1B;Rodinnù dom;Koäice-VyänŽ Op‡tske;VyänŽ Op‡tske;VyänŽ Op‡tske;1.0
